Geometry_Type,Longitude,Latitude,Northing,Easting,CSU_ID,Chi_BuildingName,Chi_District,Chi_Region,Chi_UnitDescriptor,Chi_UnitNo,Chi_UnitPortion,Chi_FloorNum,Chi_FloorDescription,Chi_BlockDescriptor,Chi_BlockNo,Chi_EstateName,Chi_PhaseName,Chi_PhaseNo,Chi_VillageLocationName,Chi_VillageName,Chi_VillageBuildingNoFrom,Chi_VillageBuildingNoTo,Chi_StreetLocationName,Chi_StreetName,Chi_StreetBuildingNoFrom,Chi_StreetBuildingNoTo,Eng_BuildingName,Eng_District,Eng_Region,Eng_UnitDescriptor,Eng_UnitNo,Eng_UnitPortion,Eng_FloorNum,Eng_FloorDescription,Eng_BlockDescriptor,Eng_BlockNo,Eng_BlockDescriptorPrecedenceIndicator,Eng_EstateName,Eng_PhaseName,Eng_PhaseNo,Eng_VillageLocationName,Eng_VillageName,Eng_VillageBuildingNoFrom,Eng_VillageBuildingNoTo,Eng_StreetLocationName,Eng_StreetName,Eng_StreetBuildingNoFrom,Eng_StreetBuildingNoTo,GeoAddress
Point,114.18994,22.3281,821008,837614,3761521009T20181107,,九龍城區,九龍,,,,,,,,,,,,,,,,太子道西,420,,,KOWLOON CITY DISTRICT,KLN,,,,,,,,,,,,,,,,,PRINCE EDWARD ROAD WEST,420,,3761521009T20181107
Point,114.18784,22.31266,819298,837398,3739919299P20170217,VIVA,九龍城區,九龍,,,,,,,,,,,,,,,,馬頭圍道,87,,VIVA,KOWLOON CITY DISTRICT,KLN,,,,,,,,,,,,,,,,,MA TAU WAI ROAD,87,,3739919299P20170217
Point,114.18316,22.32099,820220,836915,3686520189T20050430,英皇佐治五世學校,九龍城區,九龍,,,,,,,,,,,,,,,,天光道,2,,KING GEORGE V SCHOOL,KOWLOON CITY DISTRICT,KLN,,,,,,,,Y,,,,,,,,,TIN KWONG ROAD,2,,3691620220T20130903
Point,114.19027,22.33027,821248,837648,3762321234T20050430,樂善堂小學校,九龍城區,九龍,,,,,,,,,,,,,,,,龍崗道,63,,LOK SIN TONG PRIMARY SCHOOL,KOWLOON CITY DISTRICT,KLN,,,,,,,,,,,,,,,,,LUNG KONG ROAD,63,,3764921252T20050430
Point,114.19846,22.32819,821017,838492,3847121037T20220414,,九龍城區,九龍,,,,,,,,尚．珒溋,,,,,,,,沐泰街,11,,,KOWLOON CITY DISTRICT,KLN,,,,,,,,,UPPER RIVERBANK,,,,,,,,MUK TAI STREET,11,,3849321018T20220414
Point,114.18612,22.31938,820042,837221,3722220043T20090507,富甲半山半山徑11號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 11,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3722220043T20090507
Point,114.18625,22.31944,820048,837234,3723420049T20090507,富甲半山半山徑12號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 12,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3723420049T20090507
Point,114.18612,22.31949,820054,837221,3722720050T20090312,富甲半山半山徑15號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 15,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3722720050T20090312
Point,114.18612,22.31927,820030,837221,3722020031T20090507,富甲半山半山徑16號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 16,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3722020031T20090507
Point,114.18625,22.31922,820024,837234,3723420025T20090507,富甲半山半山徑17號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 17,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3723420025T20090507
Point,114.18612,22.31916,820018,837221,3722420019T20090123,富甲半山半山徑18號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 18,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3722420019T20090123
Point,114.18612,22.31894,819993,837221,3722219994T20090507,富甲半山半山徑19號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 19,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3722219994T20090507
Point,114.18625,22.319,820000,837234,3723420000T20090507,富甲半山半山徑20號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 20,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3723420000T20090507
Point,114.18612,22.31905,820006,837221,3722720001T20090312,富甲半山半山徑21號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 21,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3722720001T20090312
Point,114.18615,22.31875,819972,837223,3722319973T20090507,富甲半山半山徑22號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 22,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3722319973T20090507
Point,114.18626,22.3188,819977,837235,3723519978T20090507,富甲半山半山徑23號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 23,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3723519978T20090507
Point,114.18615,22.31884,819982,837223,3722819978T20090312,富甲半山半山徑25號,九龍城區,九龍,,,,,,,,半山壹號,,,,,,,,常盛街,80,,APARTMENT NO. 25,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CELESTIAL HEIGHTS,,,,,,,,SHEUNG SHING STREET,80,,3722819978T20090312
