Geometry_Type,Longitude,Latitude,Northing,Easting,CSU_ID,Chi_BuildingName,Chi_District,Chi_Region,Chi_UnitDescriptor,Chi_UnitNo,Chi_UnitPortion,Chi_FloorNum,Chi_FloorDescription,Chi_BlockDescriptor,Chi_BlockNo,Chi_EstateName,Chi_PhaseName,Chi_PhaseNo,Chi_VillageLocationName,Chi_VillageName,Chi_VillageBuildingNoFrom,Chi_VillageBuildingNoTo,Chi_StreetLocationName,Chi_StreetName,Chi_StreetBuildingNoFrom,Chi_StreetBuildingNoTo,Eng_BuildingName,Eng_District,Eng_Region,Eng_UnitDescriptor,Eng_UnitNo,Eng_UnitPortion,Eng_FloorNum,Eng_FloorDescription,Eng_BlockDescriptor,Eng_BlockNo,Eng_BlockDescriptorPrecedenceIndicator,Eng_EstateName,Eng_PhaseName,Eng_PhaseNo,Eng_VillageLocationName,Eng_VillageName,Eng_VillageBuildingNoFrom,Eng_VillageBuildingNoTo,Eng_StreetLocationName,Eng_StreetName,Eng_StreetBuildingNoFrom,Eng_StreetBuildingNoTo,GeoAddress
Point,114.14651,22.27248,814848,833139,3313714847T20050430,山景花園別墅Ｄ座,中西區,香港,,,,,,,,山景花園別墅,,,,,,,,柯士甸山道,5,,MOUNT AUSTIN ESTATE BLOCK D,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,MOUNT AUSTIN ESTATE,,,,,,,,MOUNT AUSTIN ROAD,5,,3313714847T20050430
Point,114.14522,22.28572,816315,833006,3300616316T20110401,戴麟趾康復中心北翼,中西區,香港,,,,,,,,戴麟趾康復中心,,,,,,,,高街,1F,,DAVID TRENCH REHABILITATION CENTRE NORTH WING,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,DAVID TRENCH REHABILITATION CENTRE,,,,,,,,HIGH STREET,1F,,3300616316T20110401
Point,114.14162,22.28267,815977,832635,3263615978T20170511,,中西區,香港,,,,,,,,,,,,,,,,巴丙頓道,23,,,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,,,,,,,,,BABINGTON PATH,23,,3263615978T20170511
Point,114.14951,22.28729,816488,833448,3344816489T20171207,,中西區,香港,,,,,,,,,,,,,,,,新街市街,30,,,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,,,,,,,,,NEW MARKET STREET,30,,3344816489T20171207
Point,114.14725,22.26342,813846,833214,3322013848T20050430,嘉麗園第１３座,中西區,香港,,,,,,,,嘉麗園,,,,,,,,加列山道,65,69,KELLETT VIEW TOWN HOUSES BLOCK 13,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,KELLETT VIEW TOWN HOUSES,,,,,,,,MOUNT KELLETT ROAD,65,69,3322013848T20050430
Point,114.15438,22.2634,813843,833950,3394813846T20050430,東蘆Ｇ座,中西區,香港,,,,,,,,東蘆,,,,,,,,山頂道,74,76,ORIENT CREST BLOCK G,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,ORIENT CREST,,,,,,,,PEAK ROAD,74,76,3394813846T20050430
Point,114.15452,22.2634,813843,833964,3396213845T20050430,東蘆Ｆ座,中西區,香港,,,,,,,,東蘆,,,,,,,,山頂道,74,76,ORIENT CREST BLOCK F,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,ORIENT CREST,,,,,,,,PEAK ROAD,74,76,3396213845T20050430
Point,114.14654,22.26337,813840,833142,3313413840T20050430,嘉麗園第３座,中西區,香港,,,,,,,,嘉麗園,,,,,,,,加列山道,65,69,KELLETT VIEW TOWN HOUSES BLOCK 3,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,KELLETT VIEW TOWN HOUSES,,,,,,,,MOUNT KELLETT ROAD,65,69,3313413840T20050430
Point,114.14515,22.28409,816134,832999,3300216139T20050430,栢道２５號政府宿舍Ｂ座,中西區,香港,,,,,,,,栢道２５號政府宿舍,,,,,,,,柏道,25,,25 PARK ROAD GOVERNMENT QUARTERS BLOCK B,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,25 PARK ROAD GOVERNMENT QUARTERS,,,,,,,,PARK ROAD,25,,3300216139T20050430
Point,114.14307,22.28727,816487,832784,3278516487P20141230,,中西區,香港,,,,,,,,,,,,,,,,桂香街,1,,,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,,,,,,,,,KWAI HEUNG STREET,1,,3278516487P20141230
