Geometry_Type,Longitude,Latitude,Northing,Easting,CSU_ID,Chi_BuildingName,Chi_District,Chi_Region,Chi_UnitDescriptor,Chi_UnitNo,Chi_UnitPortion,Chi_FloorNum,Chi_FloorDescription,Chi_BlockDescriptor,Chi_BlockNo,Chi_EstateName,Chi_PhaseName,Chi_PhaseNo,Chi_VillageLocationName,Chi_VillageName,Chi_VillageBuildingNoFrom,Chi_VillageBuildingNoTo,Chi_StreetLocationName,Chi_StreetName,Chi_StreetBuildingNoFrom,Chi_StreetBuildingNoTo,Eng_BuildingName,Eng_District,Eng_Region,Eng_UnitDescriptor,Eng_UnitNo,Eng_UnitPortion,Eng_FloorNum,Eng_FloorDescription,Eng_BlockDescriptor,Eng_BlockNo,Eng_BlockDescriptorPrecedenceIndicator,Eng_EstateName,Eng_PhaseName,Eng_PhaseNo,Eng_VillageLocationName,Eng_VillageName,Eng_VillageBuildingNoFrom,Eng_VillageBuildingNoTo,Eng_StreetLocationName,Eng_StreetName,Eng_StreetBuildingNoFrom,Eng_StreetBuildingNoTo,GeoAddress
Point,114.16292,22.50645,840757,834833,3483340758T20050430,,北區,新界,,,,,,,,,,,,虎地排,21,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,FU TEI PAI,21,,,,,,3483340758T20050430
Point,114.15401,22.53238,843629,833916,3391543630T20050430,,北區,新界,,,,,,,,,,,,昇平村,19,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,SING PING VILLAGE,19,,,,,,3391543630T20050430
Point,114.14965,22.48994,838929,833466,3346738929T20050430,,北區,新界,,,,,,,,,,,,塘坑,25,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,TONG HANG,25,,,,,,3346738929T20050430
Point,114.22259,22.54924,845496,840970,4097045496T20050430,,北區,新界,,,,,,,,,,,,山咀,56,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,SHAN TSUI,56,,,,,,4097045496T20050430
Point,114.19502,22.52445,842750,838135,3813442749T20050430,,北區,新界,,,,,,,,,,,,上禾坑,24,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,SHEUNG WO HANG,24,,,,,,3813442749T20050430
Point,114.14817,22.50346,840426,833315,3331740427T20050430,,北區,新界,,,,,,,,,,,,新屋村,55,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,SAN UK TSUEN,55,,,,,,3331740427T20050430
Point,114.13717,22.50184,840247,832183,3218340248T20050430,,北區,新界,,,,,,,,,,,,靈山村,94,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LING SHAN TSUEN,94,,,,,,3218340248T20050430
Point,114.13727,22.50184,840247,832193,3219440247T20050430,,北區,新界,,,,,,,,,,,,靈山村,109,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LING SHAN TSUEN,109,,,,,,3219440247T20050430
Point,114.13684,22.50185,840249,832149,3214940248T20050430,,北區,新界,,,,,,,,,,,,靈山村,40,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LING SHAN TSUEN,40,,,,,,3214940248T20050430
Point,114.13705,22.50184,840247,832171,3217140247T20050430,,北區,新界,,,,,,,,,,,,靈山村,24,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LING SHAN TSUEN,24,,,,,,3217140247T20050430
Point,114.13694,22.50184,840247,832159,3216040247T20050430,,北區,新界,,,,,,,,,,,,靈山村,32,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LING SHAN TSUEN,32,,,,,,3216040247T20050430
Point,114.22558,22.54607,845145,841278,4127745145T20050430,,北區,新界,,,,,,,,,,,,,,,,中英街,2,,,NORTH DISTRICT,NT,,,,,,,,,,,,,,,,,CHUNG YING STREET,2,,4127745145T20050430
Point,114.22566,22.54609,845148,841286,4128645148T20050430,,北區,新界,,,,,,,,,,,,,,,,中英街,4,,,NORTH DISTRICT,NT,,,,,,,,,,,,,,,,,CHUNG YING STREET,4,,4128645148T20050430
Point,114.12444,22.508,840929,830873,3087540930T20050430,,北區,新界,,,,,,,,,,,,莆上村第七巷,8,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,PO SHEUNG TSUEN LANE NO.7,8,,,,,,3087540930T20050430
Point,114.18188,22.55084,845673,836783,3678445671T20050430,,北區,新界,,,,,,,,,,,,蓮麻坑,99A,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LIN MA HANG,99A,,,,,,3678445671T20050430
Point,114.13712,22.50179,840241,832178,3217940242T20050430,,北區,新界,,,,,,,,,,,,靈山村,95,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LING SHAN TSUEN,95,,,,,,3217940242T20050430
Point,114.13723,22.50179,840242,832189,3219040242T20050430,,北區,新界,,,,,,,,,,,,靈山村,110,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LING SHAN TSUEN,110,,,,,,3219040242T20050430
Point,114.1369,22.50179,840241,832154,3215540241T20050430,,北區,新界,,,,,,,,,,,,靈山村,31,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LING SHAN TSUEN,31,,,,,,3215540241T20050430
Point,114.13701,22.50178,840241,832166,3216740241T20050430,,北區,新界,,,,,,,,,,,,靈山村,23,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LING SHAN TSUEN,23,,,,,,3216740241T20050430
Point,114.1258,22.5073,840852,831013,3101240854T20050430,,北區,新界,,,,,,,,,,,,莆上村第二十一巷,7,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,PO SHEUNG TSUEN LANE NO.21,7,,,,,,3101240854T20050430
Point,114.15069,22.48795,838709,833573,3357538708T20190812,,北區,新界,,,,,,,,,,,,塘坑,181,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,TONG HANG,181,,,,,,3357538708T20190812
Point,114.14878,22.49259,839223,833377,3337939226T20050430,,北區,新界,,,,,,,,,,,,塘坑,104,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,TONG HANG,104,,,,,,3337939226T20050430
Point,114.176,22.52083,842349,836178,3617842350T20050430,,北區,新界,,,,,,,,,,,,大塘湖,25A,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,TAI TONG WU,25A,,,,,,3617842350T20050430
Point,114.12545,22.50931,841075,830977,3097941075T20050430,,北區,新界,,,,,,,,,,,,大元村第五巷,12,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,TAI YUEN TSUEN LANE NO.5,12,,,,,,3097941075T20050430
Point,114.18139,22.55104,845695,836732,3673345694T20050430,,北區,新界,,,,,,,,,,,,蓮麻坑,58B,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LIN MA HANG,58B,,,,,,3673345694T20050430
Point,114.18179,22.55101,845692,836773,3677445692T20050430,,北區,新界,,,,,,,,,,,,蓮麻坑,90,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LIN MA HANG,90,,,,,,3677445692T20050430
Point,114.17667,22.51596,841810,836247,3624841812T20050430,,北區,新界,,,,,,,,,,,,馬尾下嶺咀,11,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,MA MEI HA LENG TSUI,11,,,,,,3624841812T20050430
Point,114.1562,22.51361,841550,834141,3414141551T20050430,,北區,新界,,,,,,,,,,,,軍地北,70,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KWAN TEI NORTH,70,,,,,,3414141551T20050430
Point,114.17067,22.51361,841550,835630,3562841550T20050430,,北區,新界,,,,,,,,,,,,吳屋村,36,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,NG UK TSUEN,36,,,,,,3562841550T20050430
Point,114.16965,22.51359,841548,835524,3552441547T20050430,,北區,新界,,,,,,,,,,,,吳屋村,15,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,NG UK TSUEN,15,,,,,,3552441547T20050430
Point,114.16658,22.51357,841545,835209,3521041546T20050430,,北區,新界,,,,,,,,,,,,,,,,沙頭角公路　－　馬尾下段,263,,,NORTH DISTRICT,NT,,,,,,,,,,,,,,,,,SHA TAU KOK ROAD - MA MEI HA,263,,3521041546T20050430
Point,114.17016,22.51358,841546,835577,3557941546T20050430,,北區,新界,,,,,,,,,,,,吳屋村,25,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,NG UK TSUEN,25,,,,,,3557941546T20050430
Point,114.17033,22.51361,841550,835595,3559641551T20050430,,北區,新界,,,,,,,,,,,,吳屋村,22,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,NG UK TSUEN,22,,,,,,3559641551T20050430
Point,114.17152,22.51359,841548,835718,3571841549T20050430,,北區,新界,,,,,,,,,,,,吳屋村,47,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,NG UK TSUEN,47,,,,,,3571841549T20050430
Point,114.1757,22.5134,841527,836147,3614841527T20050430,,北區,新界,,,,,,,,,,,,丹竹坑老圍,19,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,TAN CHUK HANG LO WAI,19,,,,,,3614841527T20050430
Point,114.1261,22.51077,841236,831044,3104341237T20050430,,北區,新界,,,,,,,,,,,,上北村第一巷,14,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,SHEUNG PAK TSUEN LANE NO.1,14,,,,,,3104341237T20050430
Point,114.28866,22.55281,845896,847766,4776645895T20050430,,北區,新界,,,,,,,,,,,,吉澳漁民村,79,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KAT O FISHERMAN VILLAGE,79,,,,,,4776645895T20050430
Point,114.28858,22.55278,845892,847758,4775945893T20050430,,北區,新界,,,,,,,,,,,,吉澳漁民村,84,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KAT O FISHERMAN VILLAGE,84,,,,,,4775945893T20050430
Point,114.1553,22.51367,841557,834049,3404841557T20050430,,北區,新界,,,,,,,,,,,,軍地北,58A,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KWAN TEI NORTH,58A,,,,,,3404841557T20050430
